Timestamp(ms),Current(uA),D0-D7
8006,23979.242,00000000
8007,23876.604,00000000
8008,19017.498,00000000
8009,19247.961,00000000
8010,23947.807,00000000
8011,23934.965,00000000
8012,18771.305,00000000
8013,19301.004,00000000
8014,24118.266,00000000
8015,23880.211,00000000
8016,18877.174,00000000
8017,19311.756,00000000
8018,24098.441,00000000
8019,23886.193,00000000
8020,18701.498,00000000
8021,19382.605,00000000
8022,24032.697,00000000
8023,23875.014,00000000
8024,18847.098,00000000
8025,19292.504,00000000
8026,24212.102,00000000
8027,23789.574,00000000
8028,18658.715,00000000
8029,19371.094,00000000
8030,24112.361,00000000
8031,23793.070,00000000
8032,18772.664,00000000
8033,19399.762,00000000
8034,24100.719,00000000
8035,23683.020,00000000
8036,18658.912,00000000
8037,19381.012,00000000
8038,24286.215,00000000
8039,23791.932,00000000
8040,18739.648,00000000
8041,19469.365,00000000
8042,24236.734,00000000
8043,23688.898,00000000
8044,18670.449,00000000
8045,19453.617,00000000
8046,24173.326,00000000
8047,23655.166,00000000
8048,18657.367,00000000
8049,19471.266,00000000
8050,24351.709,00000000
8051,23717.570,00000000
8052,18707.080,00000000
8053,19577.635,00000000
8054,24377.514,00000000
8055,23563.455,00000000
8056,18517.873,00000000
8057,19575.559,00000000
8058,24287.938,00000000
8059,23641.316,00000000
8060,18656.047,00000000
8061,19635.998,00000000
8062,24302.988,00000000
8063,23458.275,00000000
8064,18487.080,00000000
8065,19648.996,00000000
8066,24424.002,00000000
8067,23560.520,00000000
8068,18625.885,00000000
8069,19708.936,00000000
8070,24370.785,00000000
8071,23469.213,00000000
8072,18378.801,00000000
8073,19674.238,00000000
8074,24352.350,00000000
8075,23451.379,00000000
8076,18611.734,00000000
8077,19771.523,00000000
8078,24479.117,00000000
8079,23457.939,00000000
8080,18368.955,00000000
8081,19718.820,00000000
8082,24423.025,00000000
8083,23365.615,00000000
8084,18572.594,00000000
8085,19862.063,00000000
8086,24498.742,00000000
8087,23405.971,00000000
8088,18306.738,00000000
8089,19831.037,00000000
8090,24489.865,00000000
8091,23239.127,00000000
8092,18477.449,00000000
8093,19878.498,00000000
8094,24441.508,00000000
8095,23378.588,00000000
8096,18322.000,00000000
8097,19875.359,00000000
8098,24564.141,00000000
8099,23162.438,00000000
8100,18480.887,00000000
8101,19863.408,00000000
8102,24518.133,00000000
8103,23234.725,00000000
8104,18226.201,00000000
8105,20016.682,00000000
8106,24644.021,00000000
